plate_id,well,sample_id,HighImpact,MediumImpact,LowImpact,WildType,LowFrequency,koscore
GEP00001_04,B2,FLD0265,0.0,0.0,92.28,0.0,7.719999999999999,0.6459600000000001
GEP00001_04,C8,FLD0279,0.0,0.0,92.56,0.0,7.439999999999998,0.6479199999999999
GEP00001_04,C3,FLD0274,0.0,0.0,92.71,0.0,7.289999999999992,0.6489699999999999
GEP00001_01,C9,FLD0206,0.0,0.0,93.83,0.0,6.170000000000003,0.65681
GEP00001_01,B8,FLD0197,0.0,24.45,68.31,0.0,7.239999999999995,0.6982200000000001
GEP00001_02,D9,FLD0222,34.44,0.0,57.89,0.0,7.670000000000003,0.7496299999999999
GEP00001_02,F4,FLD0233,41.78,0.0,50.67,0.0,7.549999999999998,0.7724899999999999
GEP00001_02,F10,FLD0239,42.05,0.0,50.46,0.0,7.490000000000008,0.7737199999999999
GEP00001_02,E7,FLD0228,44.56,0.0,47.08,0.0,8.36,0.7751600000000001
GEP00001_01,E3,FLD0210,48.25,0.0,42.11,0.0,9.64,0.77727
GEP00001_01,C5,FLD0202,43.87,0.0,48.77,0.0,7.3599999999999985,0.78009
GEP00001_02,F8,FLD0237,46.44,0.0,46.19,0.0,7.370000000000003,0.7877299999999999
GEP00001_02,E4,FLD0225,87.53,0.0,0.0,0.0,12.47,0.8753
GEP00001_01,E7,FLD0214,89.32,0.0,0.0,0.0,10.680000000000009,0.8931999999999999
GEP00001_01,E6,FLD0213,90.43,0.0,0.0,0.0,9.569999999999991,0.9043
GEP00001_01,B4,FLD0193,90.59,0.0,0.0,0.0,9.409999999999997,0.9059
GEP00001_02,D4,FLD0217,90.83,0.0,0.0,0.0,9.170000000000002,0.9083
GEP00001_01,B9,FLD0198,91.06,0.0,0.0,0.0,8.939999999999998,0.9106
GEP00001_01,C7,FLD0204,92.51,0.0,0.0,0.0,7.489999999999995,0.9251
GEP00001_02,E11,FLD0232,92.53,0.0,0.0,0.0,7.469999999999999,0.9253
