687.7182617188	6029.28515625	10138.662109375	3649.8486328125	1983.3784179688	10366.884765625	2091.4262695313	5286.0727539063	15182.400390625	8992.845703125	5112.3032226563	744.7553710938
712.0908203125	1718.3139648438	5235.92578125	4624.4565429688	1320.9794921875	2420.4594726563	6705.546875	7515.89453125	2604.6162109375	2404.849609375	4471.8920898438	750.466796875
721.7592773438	3817.9624023438	5547.125	4272.4462890625	3894.9755859375	5728.0454101563	3051.9931640625	8716.1494140625	8409.779296875	3898.5053710938	6599.48046875	776.60546875
730.91796875	6076.2202148438	5924.9370117188	6286.5859375	2371.6791992188	4386.9965820313	4918.9790039063	4703.138671875	4895.29296875	5756.736328125	5649.3901367188	775.2104492188
746.1752929688	5280.662109375	7518.8369140625	4021.8022460938	16039.3359375	8681.177734375	3186.3515625	6287.1728515625	5155.6713867188	4353.8681640625	2321.9609375	764.1176757813
767.0854492188	7824.1489257813	1295.607421875	6914.7578125	7211.396484375	7830.5034179688	2253.8588867188	6660.5942382813	7041.40625	5223.1948242188	5939.8471679688	801.1713867188
1034.6171875	864.7280273438	861.1845703125	845.5620117188	855.3979492188	830.7436523438	832.283203125	849.0546875	852.8852539063	893.9990234375	849.8432617188	11959.0859375
											
Total Channel 800											
801.3338012695	84.3244628906	76.7891998291	76.9588928223	81.7886657715	79.3142089844	76.9645843506	77.3251342773	74.8935775757	72.6896286011	69.1240234375	69.5838012695
74.8363952637	566.0896606445	518.7585449219	383.294128418	86.5487976074	777.4056396484	87.0223999023	497.9437255859	149.3762817383	897.0612792969	494.5271606445	66.3649215698
75.9398498535	167.1752929688	109.1228027344	463.1503601074	105.3529052734	87.4949035645	648.8995361328	726.5700683594	245.862487793	84.3860168457	393.9256591797	67.0837554932
81.4786071777	226.7948608398	105.4326171875	98.0671386719	309.7095336914	297.1822814941	300.5266113281	432.0201416016	137.8449401855	343.0245666504	489.0471191406	67.111541748
78.1182250977	110.4047546387	615.9173583984	115.742767334	212.6734466553	445.9825744629	99.9213256836	255.2430725098	454.2647399902	482.3592224121	104.8489074707	70.6165771484
78.4924316406	112.5236816406	830.5946044922	109.28125	1414.1533203125	869.111328125	302.8637695313	113.8006591797	547.3070068359	104.2994689941	191.4494934082	67.3198242188
79.0285644531	125.7782287598	87.0401153564	645.7984619141	126.7524108887	131.8865966797	244.3829345703	126.232208252	598.7809448242	112.6848144531	372.8526306152	73.0107727051
136.7668151855	89.1557006836	85.1497650146	85.8037643433	81.0345153809	81.7027587891	82.7417907715	118.4221954346	86.4379501343	85.0498657227	80.191619873	827.7290039063
											
Well Name Channel 700											
A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12
B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12
C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12
D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12
E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12
F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12
G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
											
Well Name Channel 800											
A01	A02	A03	A04	A05	A06	A07	A08	A09	A10	A11	A12
B01	B02	B03	B04	B05	B06	B07	B08	B09	B10	B11	B12
C01	C02	C03	C04	C05	C06	C07	C08	C09	C10	C11	C12
D01	D02	D03	D04	D05	D06	D07	D08	D09	D10	D11	D12
E01	E02	E03	E04	E05	E06	E07	E08	E09	E10	E11	E12
F01	F02	F03	F04	F05	F06	F07	F08	F09	F10	F11	F12
G01	G02	G03	G04	G05	G06	G07	G08	G09	G10	G11	G12
H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	H11	H12
